1.181750e+02,4.727385e+01,-6.314441e-06,3.248051e-05,5.826957e-03,7.817492e+00,4.055398e+00,9.056885e-01,-2.477825e-03,2.627206e-03,1.809344e-03,3.516974e-03
4.727385e+01,5.110748e+01,2.591074e-06,5.709177e-05,1.087385e-03,2.563768e+00,1.131545e+00,2.414105e+00,-4.031884e-04,1.763550e-04,-2.734706e-03,-1.079420e-01
-6.314441e-06,2.591074e-06,2.372885e-11,7.845999e-11,-1.303165e-09,-7.546852e-07,8.330600e-07,4.429622e-08,2.187043e-09,-8.004926e-10,-2.923008e-09,-4.499320e-10
3.248051e-05,5.709177e-05,7.845999e-11,2.687753e-09,8.610208e-09,2.900401e-06,2.927642e-06,8.545034e-07,-3.031222e-09,-1.226143e-08,-1.385132e-08,-9.329577e-08
5.826957e-03,1.087385e-03,-1.303165e-09,8.610208e-09,2.791667e-06,4.525252e-04,3.217250e-06,-5.343143e-04,-5.340891e-07,6.083094e-07,2.632193e-07,-1.461062e-05
7.817492e+00,2.563768e+00,-7.546852e-07,2.900401e-06,4.525252e-04,1.397960e+00,3.249493e-01,6.791412e-02,-2.377894e-04,2.448863e-04,3.080387e-04,-9.091326e-03
4.055398e+00,1.131545e+00,8.330600e-07,2.927642e-06,3.217250e-06,3.249493e-01,5.663023e-01,-1.149288e-01,1.517193e-04,-7.402884e-05,-6.480467e-04,-4.437311e-03
9.056885e-01,2.414105e+00,4.429622e-08,8.545034e-07,-5.343143e-04,6.791412e-02,-1.149288e-01,4.691632e-01,1.303718e-05,-6.621909e-05,1.055633e-04,8.620946e-04
-2.477825e-03,-4.031884e-04,2.187043e-09,-3.031222e-09,-5.340891e-07,-2.377894e-04,1.517193e-04,1.303718e-05,2.635192e-06,-4.258259e-07,-5.053673e-07,6.869374e-06
2.627206e-03,1.763550e-04,-8.004926e-10,-1.226143e-08,6.083094e-07,2.448863e-04,-7.402884e-05,-6.621909e-05,-4.258259e-07,2.627026e-05,-4.888245e-06,1.082946e-06
1.809344e-03,-2.734706e-03,-2.923008e-09,-1.385132e-08,2.632193e-07,3.080387e-04,-6.480467e-04,1.055633e-04,-5.053673e-07,-4.888245e-06,2.446432e-05,8.415075e-06
3.516974e-03,-1.079420e-01,-4.499320e-10,-9.329577e-08,-1.461062e-05,-9.091326e-03,-4.437311e-03,8.620946e-04,6.869374e-06,1.082946e-06,8.415075e-06,2.309487e-02
