7.520237e-03,9.554419e-04,3.061361e-09,-3.138475e-07,-1.925971e-05,3.129138e-04,-3.805048e-02,-1.703966e-02,9.203280e-06,-8.557488e-06,1.238811e-05,-4.398637e-06
9.554419e-04,3.523676e-03,-6.026032e-08,-3.383182e-08,4.347423e-05,4.086393e-05,6.983149e-03,-2.348032e-02,-1.307650e-05,1.862596e-05,2.801486e-05,-1.899631e-06
3.061361e-09,-6.026032e-08,2.372885e-11,7.845999e-11,-1.303165e-09,-1.524364e-08,8.335715e-07,4.429622e-08,2.187043e-09,-8.004926e-10,-2.923008e-09,9.061751e-10
-3.138475e-07,-3.383182e-08,7.845999e-11,2.687753e-09,8.610208e-09,-5.685787e-08,2.940338e-06,8.545034e-07,-3.031222e-09,-1.226143e-08,-1.385132e-08,6.995118e-09
-1.925971e-05,4.347423e-05,-1.303165e-09,8.610208e-09,2.791667e-06,-4.257280e-07,3.505933e-06,-5.343143e-04,-5.340891e-07,6.083094e-07,2.632193e-07,2.897190e-07
3.129138e-04,4.086393e-05,-1.524364e-08,-5.685787e-08,-4.257280e-07,1.830489e-02,-3.069527e-03,1.987615e-04,-4.070573e-07,1.505991e-06,-2.869025e-06,7.109661e-06
-3.805048e-02,6.983149e-03,8.335715e-07,2.940338e-06,3.505933e-06,-3.069527e-03,5.663165e-01,-1.148967e-01,1.511681e-04,-7.583271e-05,-6.474390e-04,1.271544e-05
-1.703966e-02,-2.348032e-02,4.429622e-08,8.545034e-07,-5.343143e-04,1.987615e-04,-1.148967e-01,4.691632e-01,1.303718e-05,-6.621909e-05,1.055633e-04,-6.429581e-05
9.203280e-06,-1.307650e-05,2.187043e-09,-3.031222e-09,-5.340891e-07,-4.070573e-07,1.511681e-04,1.303718e-05,2.635192e-06,-4.258259e-07,-5.053673e-07,5.891911e-08
-8.557488e-06,1.862596e-05,-8.004926e-10,-1.226143e-08,6.083094e-07,1.505991e-06,-7.583271e-05,-6.621909e-05,-4.258259e-07,2.627026e-05,-4.888245e-06,-3.422650e-07
1.238811e-05,2.801486e-05,-2.923008e-09,-1.385132e-08,2.632193e-07,-2.869025e-06,-6.474390e-04,1.055633e-04,-5.053673e-07,-4.888245e-06,2.446432e-05,1.925414e-07
-4.398637e-06,-1.899631e-06,9.061751e-10,6.995118e-09,2.897190e-07,7.109661e-06,1.271544e-05,-6.429581e-05,5.891911e-08,-3.422650e-07,1.925414e-07,1.244730e-05
